;ring;video;number_of_detections;scale;date;hour;num
0;ACT779;FAR3BONDEN3_SCALE_2023-05-31_12_41;79.0;FAR3BONDEN3_SCALE;2023-05-31;12;41
0;ACT779;FAR3BONDEN3_SCALE_2023-05-31_12_40;23.0;FAR3BONDEN3_SCALE;2023-05-31;12;40
0;ACT779;FAR3BONDEN3_SCALE_2023-05-31_17_46;34.0;FAR3BONDEN3_SCALE;2023-05-31;17;46
0;ACT779;FAR3BONDEN3_SCALE_2023-05-31_6_34;87.0;FAR3BONDEN3_SCALE;2023-05-31;6;34
0;ACT779;FAR3BONDEN3_SCALE_2023-05-31_17_44;6.0;FAR3BONDEN3_SCALE;2023-05-31;17;44
0;ACT779;FAR3BONDEN3_SCALE_2023-05-31_3_01;10.0;FAR3BONDEN3_SCALE;2023-05-31;3;1
0;ACT779;FAR3BONDEN3_SCALE_2023-05-31_4_02;7.0;FAR3BONDEN3_SCALE;2023-05-31;4;2
0;ADN792;FAR3BONDEN3_SCALE_2023-06-01_17_20;43.0;FAR3BONDEN3_SCALE;2023-06-01;17;20
0;ACT779;FAR3BONDEN3_SCALE_2023-06-01_16_08;8.0;FAR3BONDEN3_SCALE;2023-06-01;16;8
0;ADG442;FAR3BONDEN3_SCALE_2023-06-01_5_02;11.0;FAR3BONDEN3_SCALE;2023-06-01;5;2
0;ACT779;FAR3BONDEN3_SCALE_2023-06-01_16_07;4.0;FAR3BONDEN3_SCALE;2023-06-01;16;7
0;ACT770;FAR3BONDEN3_SCALE_2023-06-01_16_16;2.0;FAR3BONDEN3_SCALE;2023-06-01;16;16
0;ACT779;FAR3BONDEN3_SCALE_2023-06-01_16_09;9.0;FAR3BONDEN3_SCALE;2023-06-01;16;9
0;ACT770;FAR3BONDEN3_SCALE_2023-06-01_16_15;6.0;FAR3BONDEN3_SCALE;2023-06-01;16;15
0;ACT779;FAR3BONDEN3_SCALE_2023-06-01_16_14;11.0;FAR3BONDEN3_SCALE;2023-06-01;16;14
0;ACT779;FAR3BONDEN3_SCALE_2023-06-01_16_10;9.0;FAR3BONDEN3_SCALE;2023-06-01;16;10
0;ACT779;FAR3BONDEN3_SCALE_2023-06-02_14_06;19.0;FAR3BONDEN3_SCALE;2023-06-02;14;6
0;ADA513;FAR3BONDEN3_SCALE_2023-06-02_16_08;20.0;FAR3BONDEN3_SCALE;2023-06-02;16;8
0;ACT779;FAR3BONDEN3_SCALE_2023-06-02_8_02;58.0;FAR3BONDEN3_SCALE;2023-06-02;8;2
0;ACT779;FAR3BONDEN3_SCALE_2023-06-02_8_01;5.0;FAR3BONDEN3_SCALE;2023-06-02;8;1
0;ACT779;FAR3BONDEN3_SCALE_2023-06-02_19_10;59.0;FAR3BONDEN3_SCALE;2023-06-02;19;10
0;ACT779;FAR3BONDEN3_SCALE_2023-06-02_18_09;133.0;FAR3BONDEN3_SCALE;2023-06-02;18;9
0;ADA513;FAR3BONDEN3_SCALE_2023-06-02_15_07;122.0;FAR3BONDEN3_SCALE;2023-06-02;15;7
0;ACT779;FAR3BONDEN3_SCALE_2023-06-02_14_05;23.0;FAR3BONDEN3_SCALE;2023-06-02;14;5
0;ADE018;FAR3BONDEN3_SCALE_2023-06-02_14_03;65.0;FAR3BONDEN3_SCALE;2023-06-02;14;3
0;ACT779;FAR3BONDEN3_SCALE_2023-06-02_8_00;4.0;FAR3BONDEN3_SCALE;2023-06-02;8;0
0;ADA843;FAR3BONDEN3_SCALE_2023-06-03_14_48;2.0;FAR3BONDEN3_SCALE;2023-06-03;14;48
0;ACT779;FAR3BONDEN3_SCALE_2023-06-03_13_12;49.0;FAR3BONDEN3_SCALE;2023-06-03;13;12
0;ACT779;FAR3BONDEN3_SCALE_2023-06-03_10_08;21.0;FAR3BONDEN3_SCALE;2023-06-03;10;8
0;ACT779;FAR3BONDEN3_SCALE_2023-06-03_9_01;78.0;FAR3BONDEN3_SCALE;2023-06-03;9;1
0;ACT779;FAR3BONDEN3_SCALE_2023-06-03_8_00;30.0;FAR3BONDEN3_SCALE;2023-06-03;8;0
0;ACT779;FAR3BONDEN3_SCALE_2023-06-04_16_07;82.0;FAR3BONDEN3_SCALE;2023-06-04;16;7
0;ACT779;FAR3BONDEN3_SCALE_2023-06-04_21_13;33.0;FAR3BONDEN3_SCALE;2023-06-04;21;13
0;ADA513;FAR3BONDEN3_SCALE_2023-06-04_15_06;13.0;FAR3BONDEN3_SCALE;2023-06-04;15;6
0;ADE005;FAR3BONDEN3_SCALE_2023-06-04_20_08;1.0;FAR3BONDEN3_SCALE;2023-06-04;20;8
0;ACT779;FAR3BONDEN3_SCALE_2023-06-04_20_09;42.0;FAR3BONDEN3_SCALE;2023-06-04;20;9
0;ADE030;FAR3BONDEN3_SCALE_2023-06-06_15_15;33.0;FAR3BONDEN3_SCALE;2023-06-06;15;15
0;ACT779;FAR3BONDEN3_SCALE_2023-06-06_3_01;25.0;FAR3BONDEN3_SCALE;2023-06-06;3;1
0;ADN784;FAR3BONDEN3_SCALE_2023-06-06_22_21;16.0;FAR3BONDEN3_SCALE;2023-06-06;22;21
0;ADE036;FAR3BONDEN3_SCALE_2023-06-06_20_16;11.0;FAR3BONDEN3_SCALE;2023-06-06;20;16
0;ACT770;FAR3BONDEN3_SCALE_2023-06-06_4_02;5.0;FAR3BONDEN3_SCALE;2023-06-06;4;2
0;ACT779;FAR3BONDEN3_SCALE_2023-06-06_6_04;15.0;FAR3BONDEN3_SCALE;2023-06-06;6;4
0;ADA513;FAR3BONDEN3_SCALE_2023-06-06_12_09;21.0;FAR3BONDEN3_SCALE;2023-06-06;12;9
0;ADN668;FAR3BONDEN3_SCALE_2023-06-06_21_19;9.0;FAR3BONDEN3_SCALE;2023-06-06;21;19
0;ADE036;FAR3BONDEN3_SCALE_2023-06-06_21_18;9.0;FAR3BONDEN3_SCALE;2023-06-06;21;18
0;ADA513;FAR3BONDEN3_SCALE_2023-06-06_13_14;33.0;FAR3BONDEN3_SCALE;2023-06-06;13;14
0;ADA513;FAR3BONDEN3_SCALE_2023-06-06_13_13;10.0;FAR3BONDEN3_SCALE;2023-06-06;13;13
0;ADA513;FAR3BONDEN3_SCALE_2023-06-06_8_07;103.0;FAR3BONDEN3_SCALE;2023-06-06;8;7
0;ADE036;FAR3BONDEN3_SCALE_2023-06-06_21_20;6.0;FAR3BONDEN3_SCALE;2023-06-06;21;20
0;ADA513;FAR3BONDEN3_SCALE_2023-06-06_12_10;1.0;FAR3BONDEN3_SCALE;2023-06-06;12;10
0;ADN899;FAR3BONDEN3_SCALE_2023-06-07_16_36;6.0;FAR3BONDEN3_SCALE;2023-06-07;16;36
0;ADN899;FAR3BONDEN3_SCALE_2023-06-07_20_43;26.0;FAR3BONDEN3_SCALE;2023-06-07;20;43
0;ADA513;FAR3BONDEN3_SCALE_2023-06-07_5_04;15.0;FAR3BONDEN3_SCALE;2023-06-07;5;4
0;ADA513;FAR3BONDEN3_SCALE_2023-06-07_19_41;9.0;FAR3BONDEN3_SCALE;2023-06-07;19;41
0;ADA513;FAR3BONDEN3_SCALE_2023-06-07_2_01;1.0;FAR3BONDEN3_SCALE;2023-06-07;2;1
0;ADA513;FAR3BONDEN3_SCALE_2023-06-07_18_38;7.0;FAR3BONDEN3_SCALE;2023-06-07;18;38
0;ACT779;FAR3BONDEN3_SCALE_2023-06-07_8_13;204.0;FAR3BONDEN3_SCALE;2023-06-07;8;13
0;ACT779;FAR3BONDEN3_SCALE_2023-06-07_14_18;67.0;FAR3BONDEN3_SCALE;2023-06-07;14;18
0;ACT779;FAR3BONDEN3_SCALE_2023-06-07_11_14;114.0;FAR3BONDEN3_SCALE;2023-06-07;11;14
0;ADA513;FAR3BONDEN3_SCALE_2023-06-07_18_40;4.0;FAR3BONDEN3_SCALE;2023-06-07;18;40
0;ADA513;FAR3BONDEN3_SCALE_2023-06-07_18_39;1.0;FAR3BONDEN3_SCALE;2023-06-07;18;39
0;ACT779;FAR3BONDEN3_SCALE_2023-06-07_13_15;67.0;FAR3BONDEN3_SCALE;2023-06-07;13;15
0;ADA513;FAR3BONDEN3_SCALE_2023-06-07_17_37;31.0;FAR3BONDEN3_SCALE;2023-06-07;17;37
0;ADN899;FAR3BONDEN3_SCALE_2023-06-07_20_42;27.0;FAR3BONDEN3_SCALE;2023-06-07;20;42
0;ACT779;FAR3BONDEN3_SCALE_2023-06-08_8_07;59.0;FAR3BONDEN3_SCALE;2023-06-08;8;7
0;ACT779;FAR3BONDEN3_SCALE_2023-06-08_8_04;20.0;FAR3BONDEN3_SCALE;2023-06-08;8;4
0;ADE005;FAR3BONDEN3_SCALE_2023-06-08_17_16;5.0;FAR3BONDEN3_SCALE;2023-06-08;17;16
0;ACT779;FAR3BONDEN3_SCALE_2023-06-08_8_06;4.0;FAR3BONDEN3_SCALE;2023-06-08;8;6
0;ACT779;FAR3BONDEN3_SCALE_2023-06-08_6_00;18.0;FAR3BONDEN3_SCALE;2023-06-08;6;0
0;ACT779;FAR3BONDEN3_SCALE_2023-06-08_10_13;124.0;FAR3BONDEN3_SCALE;2023-06-08;10;13
0;ACT779;FAR3BONDEN3_SCALE_2023-06-08_7_01;42.0;FAR3BONDEN3_SCALE;2023-06-08;7;1
0;ADN899;FAR3BONDEN3_SCALE_2023-06-08_15_15;29.0;FAR3BONDEN3_SCALE;2023-06-08;15;15
0;ADN899;FAR3BONDEN3_SCALE_2023-06-09_20_32;1.0;FAR3BONDEN3_SCALE;2023-06-09;20;32
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_15_20;7.0;FAR3BONDEN3_SCALE;2023-06-09;15;20
0;ADE000;FAR3BONDEN3_SCALE_2023-06-09_21_33;4.0;FAR3BONDEN3_SCALE;2023-06-09;21;33
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_18_21;68.0;FAR3BONDEN3_SCALE;2023-06-09;18;21
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_18_22;65.0;FAR3BONDEN3_SCALE;2023-06-09;18;22
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_20_31;28.0;FAR3BONDEN3_SCALE;2023-06-09;20;31
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_7_02;6.0;FAR3BONDEN3_SCALE;2023-06-09;7;2
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_7_03;14.0;FAR3BONDEN3_SCALE;2023-06-09;7;3
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_15_18;3.0;FAR3BONDEN3_SCALE;2023-06-09;15;18
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_15_17;3.0;FAR3BONDEN3_SCALE;2023-06-09;15;17
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_21_34;52.0;FAR3BONDEN3_SCALE;2023-06-09;21;34
0;ADN899;FAR3BONDEN3_SCALE_2023-06-09_6_00;50.0;FAR3BONDEN3_SCALE;2023-06-09;6;0
0;ACT779;FAR3BONDEN3_SCALE_2023-06-09_22_35;14.0;FAR3BONDEN3_SCALE;2023-06-09;22;35
0;ACT770;FAR3BONDEN3_SCALE_2023-06-10_11_03;8.0;FAR3BONDEN3_SCALE;2023-06-10;11;3
0;ACT779;FAR3BONDEN3_SCALE_2023-06-10_11_07;48.0;FAR3BONDEN3_SCALE;2023-06-10;11;7
0;ACT779;FAR3BONDEN3_SCALE_2023-06-10_11_05;5.0;FAR3BONDEN3_SCALE;2023-06-10;11;5
0;ACT779;FAR3BONDEN3_SCALE_2023-06-10_7_02;40.0;FAR3BONDEN3_SCALE;2023-06-10;7;2
0;ACT779;FAR3BONDEN3_SCALE_2023-06-10_11_04;5.0;FAR3BONDEN3_SCALE;2023-06-10;11;4
0;ACT779;FAR3BONDEN3_SCALE_2023-06-10_5_00;175.0;FAR3BONDEN3_SCALE;2023-06-10;5;0
0;ADN899;FAR3BONDEN3_SCALE_2023-06-10_20_08;124.0;FAR3BONDEN3_SCALE;2023-06-10;20;8
0;ACT779;FAR3BONDEN3_SCALE_2023-06-11_21_13;45.0;FAR3BONDEN3_SCALE;2023-06-11;21;13
0;ACT779;FAR3BONDEN3_SCALE_2023-06-11_15_05;80.0;FAR3BONDEN3_SCALE;2023-06-11;15;5
0;ADA843;FAR3BONDEN3_SCALE_2023-06-11_14_03;4.0;FAR3BONDEN3_SCALE;2023-06-11;14;3
0;ACT779;FAR3BONDEN3_SCALE_2023-06-11_18_10;41.0;FAR3BONDEN3_SCALE;2023-06-11;18;10
0;ADN765;FAR3BONDEN3_SCALE_2023-06-11_9_01;10.0;FAR3BONDEN3_SCALE;2023-06-11;9;1
0;ACT779;FAR3BONDEN3_SCALE_2023-06-11_21_14;76.0;FAR3BONDEN3_SCALE;2023-06-11;21;14
0;ADN765;FAR3BONDEN3_SCALE_2023-06-11_9_00;22.0;FAR3BONDEN3_SCALE;2023-06-11;9;0
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_13_24;13.0;FAR3BONDEN3_SCALE;2023-06-12;13;24
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_12_23;180.0;FAR3BONDEN3_SCALE;2023-06-12;12;23
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_3_00;125.0;FAR3BONDEN3_SCALE;2023-06-12;3;0
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_16_30;13.0;FAR3BONDEN3_SCALE;2023-06-12;16;30
0;ACT770;FAR3BONDEN3_SCALE_2023-06-12_12_21;5.0;FAR3BONDEN3_SCALE;2023-06-12;12;21
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_5_02;53.0;FAR3BONDEN3_SCALE;2023-06-12;5;2
0;ADN899;FAR3BONDEN3_SCALE_2023-06-12_14_26;67.0;FAR3BONDEN3_SCALE;2023-06-12;14;26
0;ACT770;FAR3BONDEN3_SCALE_2023-06-12_7_15;7.0;FAR3BONDEN3_SCALE;2023-06-12;7;15
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_8_18;18.0;FAR3BONDEN3_SCALE;2023-06-12;8;18
0;ACT770;FAR3BONDEN3_SCALE_2023-06-12_19_34;1.0;FAR3BONDEN3_SCALE;2023-06-12;19;34
0;ADE018;FAR3BONDEN3_SCALE_2023-06-12_14_25;7.0;FAR3BONDEN3_SCALE;2023-06-12;14;25
0;ACT720;FAR3BONDEN3_SCALE_2023-06-12_6_05;2.0;FAR3BONDEN3_SCALE;2023-06-12;6;5
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_19_32;13.0;FAR3BONDEN3_SCALE;2023-06-12;19;32
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_8_16;6.0;FAR3BONDEN3_SCALE;2023-06-12;8;16
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_15_29;2.0;FAR3BONDEN3_SCALE;2023-06-12;15;29
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_6_03;7.0;FAR3BONDEN3_SCALE;2023-06-12;6;3
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_4_01;43.0;FAR3BONDEN3_SCALE;2023-06-12;4;1
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_19_31;8.0;FAR3BONDEN3_SCALE;2023-06-12;19;31
0;ACT770;FAR3BONDEN3_SCALE_2023-06-12_12_22;6.0;FAR3BONDEN3_SCALE;2023-06-12;12;22
0;ACT779;FAR3BONDEN3_SCALE_2023-06-12_15_27;11.0;FAR3BONDEN3_SCALE;2023-06-12;15;27
0;ACT779;FAR3BONDEN3_SCALE_2023-06-13_3_01;34.0;FAR3BONDEN3_SCALE;2023-06-13;3;1
0;ADN765;FAR3BONDEN3_SCALE_2023-06-13_18_21;28.0;FAR3BONDEN3_SCALE;2023-06-13;18;21
0;ADE000;FAR3BONDEN3_SCALE_2023-06-13_19_23;2.0;FAR3BONDEN3_SCALE;2023-06-13;19;23
0;ACT779;FAR3BONDEN3_SCALE_2023-06-13_4_05;41.0;FAR3BONDEN3_SCALE;2023-06-13;4;5
0;ACT779;FAR3BONDEN3_SCALE_2023-06-13_4_04;54.0;FAR3BONDEN3_SCALE;2023-06-13;4;4
0;ADN763;FAR3BONDEN3_SCALE_2023-06-13_18_20;322.0;FAR3BONDEN3_SCALE;2023-06-13;18;20
0;ACT779;FAR3BONDEN3_SCALE_2023-06-13_3_03;70.0;FAR3BONDEN3_SCALE;2023-06-13;3;3
0;ADA513;FAR3BONDEN3_SCALE_2023-06-13_5_06;4.0;FAR3BONDEN3_SCALE;2023-06-13;5;6
0;ACT779;FAR3BONDEN3_SCALE_2023-06-13_9_15;2.0;FAR3BONDEN3_SCALE;2023-06-13;9;15
0;ACT779;FAR3BONDEN3_SCALE_2023-06-13_9_14;18.0;FAR3BONDEN3_SCALE;2023-06-13;9;14
0;ACT779;FAR3BONDEN3_SCALE_2023-06-13_9_12;6.0;FAR3BONDEN3_SCALE;2023-06-13;9;12
0;ACT779;FAR3BONDEN3_SCALE_2023-06-14_15_07;10.0;FAR3BONDEN3_SCALE;2023-06-14;15;7
0;ACT779;FAR3BONDEN3_SCALE_2023-06-14_17_09;6.0;FAR3BONDEN3_SCALE;2023-06-14;17;9
0;ADN792;FAR3BONDEN3_SCALE_2023-06-14_21_14;4.0;FAR3BONDEN3_SCALE;2023-06-14;21;14
0;ADN784;FAR3BONDEN3_SCALE_2023-06-14_16_08;45.0;FAR3BONDEN3_SCALE;2023-06-14;16;8
0;ACT779;FAR3BONDEN3_SCALE_2023-06-14_9_02;115.0;FAR3BONDEN3_SCALE;2023-06-14;9;2
0;ADN784;FAR3BONDEN3_SCALE_2023-06-14_17_10;29.0;FAR3BONDEN3_SCALE;2023-06-14;17;10
0;ADE005;FAR3BONDEN3_SCALE_2023-06-14_19_11;2.0;FAR3BONDEN3_SCALE;2023-06-14;19;11
0;ADN763;FAR3BONDEN3_SCALE_2023-06-14_4_00;16.0;FAR3BONDEN3_SCALE;2023-06-14;4;0
0;ACT772;FAR3BONDEN3_SCALE_2023-06-14_13_04;8.0;FAR3BONDEN3_SCALE;2023-06-14;13;4
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_8_14;83.0;FAR3BONDEN3_SCALE;2023-06-15;8;14
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_15_30;22.0;FAR3BONDEN3_SCALE;2023-06-15;15;30
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_14_26;109.0;FAR3BONDEN3_SCALE;2023-06-15;14;26
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_13_20;5.0;FAR3BONDEN3_SCALE;2023-06-15;13;20
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_8_12;4.0;FAR3BONDEN3_SCALE;2023-06-15;8;12
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_3_03;17.0;FAR3BONDEN3_SCALE;2023-06-15;3;3
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_13_22;4.0;FAR3BONDEN3_SCALE;2023-06-15;13;22
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_11_16;7.0;FAR3BONDEN3_SCALE;2023-06-15;11;16
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_8_11;5.0;FAR3BONDEN3_SCALE;2023-06-15;8;11
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_13_25;10.0;FAR3BONDEN3_SCALE;2023-06-15;13;25
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_15_28;8.0;FAR3BONDEN3_SCALE;2023-06-15;15;28
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_13_18;30.0;FAR3BONDEN3_SCALE;2023-06-15;13;18
0;ACT779;FAR3BONDEN3_SCALE_2023-06-15_7_09;56.0;FAR3BONDEN3_SCALE;2023-06-15;7;9
0;ADN776;FAR3BONDEN3_SCALE_2023-06-16_9_21;7.0;FAR3BONDEN3_SCALE;2023-06-16;9;21
0;ACT779;FAR3BONDEN3_SCALE_2023-06-16_6_14;12.0;FAR3BONDEN3_SCALE;2023-06-16;6;14
0;ADE000;FAR3BONDEN3_SCALE_2023-06-16_16_25;27.0;FAR3BONDEN3_SCALE;2023-06-16;16;25
0;ACT779;FAR3BONDEN3_SCALE_2023-06-16_8_20;3.0;FAR3BONDEN3_SCALE;2023-06-16;8;20
0;ADE018;FAR3BONDEN3_SCALE_2023-06-17_19_13;5.0;FAR3BONDEN3_SCALE;2023-06-17;19;13
0;ACT779;FAR3BONDEN3_SCALE_2023-06-17_7_06;3.0;FAR3BONDEN3_SCALE;2023-06-17;7;6
0;ADN776;FAR3BONDEN3_SCALE_2023-06-17_5_05;13.0;FAR3BONDEN3_SCALE;2023-06-17;5;5
0;ACT779;FAR3BONDEN3_SCALE_2023-06-17_3_02;8.0;FAR3BONDEN3_SCALE;2023-06-17;3;2
0;ADE018;FAR3BONDEN3_SCALE_2023-06-17_16_12;38.0;FAR3BONDEN3_SCALE;2023-06-17;16;12
0;ACT779;FAR3BONDEN3_SCALE_2023-06-17_4_03;17.0;FAR3BONDEN3_SCALE;2023-06-17;4;3
0;ADN776;FAR3BONDEN3_SCALE_2023-06-17_7_07;23.0;FAR3BONDEN3_SCALE;2023-06-17;7;7
0;ACT770;FAR3BONDEN3_SCALE_2023-06-17_3_00;3.0;FAR3BONDEN3_SCALE;2023-06-17;3;0
0;ADN668;FAR3BONDEN3_SCALE_2023-06-18_10_34;11.0;FAR3BONDEN3_SCALE;2023-06-18;10;34
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_9_33;17.0;FAR3BONDEN3_SCALE;2023-06-18;9;33
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_13;28.0;FAR3BONDEN3_SCALE;2023-06-18;6;13
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_11;14.0;FAR3BONDEN3_SCALE;2023-06-18;6;11
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_19;5.0;FAR3BONDEN3_SCALE;2023-06-18;6;19
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_10;12.0;FAR3BONDEN3_SCALE;2023-06-18;6;10
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_05;4.0;FAR3BONDEN3_SCALE;2023-06-18;6;5
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_28;5.0;FAR3BONDEN3_SCALE;2023-06-18;6;28
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_27;3.0;FAR3BONDEN3_SCALE;2023-06-18;6;27
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_01;2.0;FAR3BONDEN3_SCALE;2023-06-18;6;1
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_12;8.0;FAR3BONDEN3_SCALE;2023-06-18;6;12
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_23;5.0;FAR3BONDEN3_SCALE;2023-06-18;6;23
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_7_32;7.0;FAR3BONDEN3_SCALE;2023-06-18;7;32
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_26;3.0;FAR3BONDEN3_SCALE;2023-06-18;6;26
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_25;4.0;FAR3BONDEN3_SCALE;2023-06-18;6;25
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_29;2.0;FAR3BONDEN3_SCALE;2023-06-18;6;29
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_6_30;52.0;FAR3BONDEN3_SCALE;2023-06-18;6;30
0;ACT779;FAR3BONDEN3_SCALE_2023-06-18_7_31;18.0;FAR3BONDEN3_SCALE;2023-06-18;7;31
0;ACT779;FAR3BONDEN3_SCALE_2023-06-19_9_03;76.0;FAR3BONDEN3_SCALE;2023-06-19;9;3
0;ACT779;FAR3BONDEN3_SCALE_2023-06-19_10_04;31.0;FAR3BONDEN3_SCALE;2023-06-19;10;4
0;ACT779;FAR3BONDEN3_SCALE_2023-06-19_12_05;8.0;FAR3BONDEN3_SCALE;2023-06-19;12;5
0;ACT779;FAR3BONDEN3_SCALE_2023-06-19_9_02;7.0;FAR3BONDEN3_SCALE;2023-06-19;9;2
0;ABH792;FAR3BONDEN3_SCALE_2023-06-19_8_01;30.0;FAR3BONDEN3_SCALE;2023-06-19;8;1
0;ACT779;FAR3BONDEN3_SCALE_2023-06-19_6_00;16.0;FAR3BONDEN3_SCALE;2023-06-19;6;0
0;ADE018;FAR3BONDEN3_SCALE_2023-06-20_7_00;5.0;FAR3BONDEN3_SCALE;2023-06-20;7;0
0;ADE012;FAR3BONDEN3_SCALE_2023-06-20_7_02;1.0;FAR3BONDEN3_SCALE;2023-06-20;7;2
0;ADE018;FAR3BONDEN3_SCALE_2023-06-20_7_01;9.0;FAR3BONDEN3_SCALE;2023-06-20;7;1
0;ADE036;FAR3BONDEN3_SCALE_2023-06-21_20_12;25.0;FAR3BONDEN3_SCALE;2023-06-21;20;12
0;ACT779;FAR3BONDEN3_SCALE_2023-06-21_20_08;18.0;FAR3BONDEN3_SCALE;2023-06-21;20;8
0;ACT779;FAR3BONDEN3_SCALE_2023-06-21_20_07;2.0;FAR3BONDEN3_SCALE;2023-06-21;20;7
0;ACT779;FAR3BONDEN3_SCALE_2023-06-22_9_18;3.0;FAR3BONDEN3_SCALE;2023-06-22;9;18
0;ABH792;FAR3BONDEN3_SCALE_2023-06-22_6_06;11.0;FAR3BONDEN3_SCALE;2023-06-22;6;6
0;ACT779;FAR3BONDEN3_SCALE_2023-06-22_9_17;2.0;FAR3BONDEN3_SCALE;2023-06-22;9;17
0;ACT779;FAR3BONDEN3_SCALE_2023-06-22_8_10;15.0;FAR3BONDEN3_SCALE;2023-06-22;8;10
0;ACT779;FAR3BONDEN3_SCALE_2023-06-22_8_14;7.0;FAR3BONDEN3_SCALE;2023-06-22;8;14
0;ADN776;FAR3BONDEN3_SCALE_2023-06-22_3_03;3.0;FAR3BONDEN3_SCALE;2023-06-22;3;3
0;ADP276;FAR3BONDEN3_SCALE_2023-06-22_12_23;1.0;FAR3BONDEN3_SCALE;2023-06-22;12;23
0;ACT779;FAR3BONDEN3_SCALE_2023-06-22_8_12;5.0;FAR3BONDEN3_SCALE;2023-06-22;8;12
0;ACT775;FAR3BONDEN3_SCALE_2023-06-22_9_20;2.0;FAR3BONDEN3_SCALE;2023-06-22;9;20
0;ADE005;FAR3BONDEN3_SCALE_2023-06-22_4_05;26.0;FAR3BONDEN3_SCALE;2023-06-22;4;5
0;ACT779;FAR3BONDEN3_SCALE_2023-06-22_8_16;4.0;FAR3BONDEN3_SCALE;2023-06-22;8;16
0;ADE036;FAR3BONDEN3_SCALE_2023-06-23_4_04;15.0;FAR3BONDEN3_SCALE;2023-06-23;4;4
0;ADE000;FAR3BONDEN3_SCALE_2023-06-23_3_03;24.0;FAR3BONDEN3_SCALE;2023-06-23;3;3
0;ADE005;FAR3BONDEN3_SCALE_2023-06-24_8_12;2.0;FAR3BONDEN3_SCALE;2023-06-24;8;12
0;ACT779;FAR3BONDEN3_SCALE_2023-06-24_6_06;27.0;FAR3BONDEN3_SCALE;2023-06-24;6;6
0;ADE018;FAR3BONDEN3_SCALE_2023-06-24_6_10;9.0;FAR3BONDEN3_SCALE;2023-06-24;6;10
0;ACT779;FAR3BONDEN3_SCALE_2023-06-24_6_05;3.0;FAR3BONDEN3_SCALE;2023-06-24;6;5
0;ACT779;FAR3BONDEN3_SCALE_2023-06-24_5_04;20.0;FAR3BONDEN3_SCALE;2023-06-24;5;4
0;ADE005;FAR3BONDEN3_SCALE_2023-06-24_6_08;24.0;FAR3BONDEN3_SCALE;2023-06-24;6;8
0;ADE005;FAR3BONDEN3_SCALE_2023-06-24_6_09;30.0;FAR3BONDEN3_SCALE;2023-06-24;6;9
0;ADP276;FAR3BONDEN3_SCALE_2023-06-25_19_13;11.0;FAR3BONDEN3_SCALE;2023-06-25;19;13
