;ring;video;number_of_detections;scale;date;hour;num
0;ADE009;BJORN3TRI3_SCALE_2024-05-18_20_04;10.0;BJORN3TRI3_SCALE;2024-05-18;20;4
0;ADN765;BJORN3TRI3_SCALE_2024-05-19_8_03;20.0;BJORN3TRI3_SCALE;2024-05-19;8;3
0;ADP787;BJORN3TRI3_SCALE_2024-05-19_19_04;31.0;BJORN3TRI3_SCALE;2024-05-19;19;4
0;ADN765;BJORN3TRI3_SCALE_2024-05-20_16_08;13.0;BJORN3TRI3_SCALE;2024-05-20;16;8
0;ADE600;BJORN3TRI3_SCALE_2024-05-20_4_04;15.0;BJORN3TRI3_SCALE;2024-05-20;4;4
0;ADN765;BJORN3TRI3_SCALE_2024-05-20_7_05;23.0;BJORN3TRI3_SCALE;2024-05-20;7;5
0;ADE009;BJORN3TRI3_SCALE_2024-05-20_3_03;7.0;BJORN3TRI3_SCALE;2024-05-20;3;3
0;ADE012;BJORN3TRI3_SCALE_2024-05-21_20_05;21.0;BJORN3TRI3_SCALE;2024-05-21;20;5
0;ADN765;BJORN3TRI3_SCALE_2024-05-21_8_02;12.0;BJORN3TRI3_SCALE;2024-05-21;8;2
0;ADN765;BJORN3TRI3_SCALE_2024-05-22_6_02;5.0;BJORN3TRI3_SCALE;2024-05-22;6;2
0;ADN765;BJORN3TRI3_SCALE_2024-05-23_17_07;85.0;BJORN3TRI3_SCALE;2024-05-23;17;7
0;ADN765;BJORN3TRI3_SCALE_2024-05-23_17_05;34.0;BJORN3TRI3_SCALE;2024-05-23;17;5
0;ADN765;BJORN3TRI3_SCALE_2024-05-23_18_09;12.0;BJORN3TRI3_SCALE;2024-05-23;18;9
0;ADN765;BJORN3TRI3_SCALE_2024-05-24_18_10;4.0;BJORN3TRI3_SCALE;2024-05-24;18;10
0;ADN765;BJORN3TRI3_SCALE_2024-05-24_19_11;22.0;BJORN3TRI3_SCALE;2024-05-24;19;11
0;ADN765;BJORN3TRI3_SCALE_2024-05-25_6_07;11.0;BJORN3TRI3_SCALE;2024-05-25;6;7
0;ADN765;BJORN3TRI3_SCALE_2024-05-25_4_05;12.0;BJORN3TRI3_SCALE;2024-05-25;4;5
0;ADN765;BJORN3TRI3_SCALE_2024-05-25_3_01;4.0;BJORN3TRI3_SCALE;2024-05-25;3;1
0;ADN765;BJORN3TRI3_SCALE_2024-05-25_9_08;9.0;BJORN3TRI3_SCALE;2024-05-25;9;8
0;ADP272;BJORN3TRI3_SCALE_2024-05-26_16_13;14.0;BJORN3TRI3_SCALE;2024-05-26;16;13
0;ADE009;BJORN3TRI3_SCALE_2024-05-26_19_15;12.0;BJORN3TRI3_SCALE;2024-05-26;19;15
0;ADN765;BJORN3TRI3_SCALE_2024-05-26_5_05;12.0;BJORN3TRI3_SCALE;2024-05-26;5;5
0;ADN765;BJORN3TRI3_SCALE_2024-05-26_10_11;16.0;BJORN3TRI3_SCALE;2024-05-26;10;11
0;ADE009;BJORN3TRI3_SCALE_2024-05-26_17_14;6.0;BJORN3TRI3_SCALE;2024-05-26;17;14
0;ADN765;BJORN3TRI3_SCALE_2024-05-27_10_06;11.0;BJORN3TRI3_SCALE;2024-05-27;10;6
0;ADN765;BJORN3TRI3_SCALE_2024-05-27_14_08;45.0;BJORN3TRI3_SCALE;2024-05-27;14;8
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_6_14;24.0;BJORN3TRI3_SCALE;2024-05-28;6;14
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_4_05;23.0;BJORN3TRI3_SCALE;2024-05-28;4;5
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_8_20;9.0;BJORN3TRI3_SCALE;2024-05-28;8;20
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_4_04;11.0;BJORN3TRI3_SCALE;2024-05-28;4;4
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_6_13;11.0;BJORN3TRI3_SCALE;2024-05-28;6;13
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_9_21;2.0;BJORN3TRI3_SCALE;2024-05-28;9;21
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_9_23;13.0;BJORN3TRI3_SCALE;2024-05-28;9;23
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_6_12;16.0;BJORN3TRI3_SCALE;2024-05-28;6;12
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_4_06;7.0;BJORN3TRI3_SCALE;2024-05-28;4;6
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_4_07;59.0;BJORN3TRI3_SCALE;2024-05-28;4;7
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_12_26;10.0;BJORN3TRI3_SCALE;2024-05-28;12;26
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_5_11;16.0;BJORN3TRI3_SCALE;2024-05-28;5;11
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_5_10;4.0;BJORN3TRI3_SCALE;2024-05-28;5;10
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_10_24;3.0;BJORN3TRI3_SCALE;2024-05-28;10;24
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_8_18;4.0;BJORN3TRI3_SCALE;2024-05-28;8;18
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_4_08;39.0;BJORN3TRI3_SCALE;2024-05-28;4;8
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_7_15;6.0;BJORN3TRI3_SCALE;2024-05-28;7;15
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_9_22;5.0;BJORN3TRI3_SCALE;2024-05-28;9;22
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_4_09;6.0;BJORN3TRI3_SCALE;2024-05-28;4;9
0;ADN765;BJORN3TRI3_SCALE_2024-05-28_8_17;11.0;BJORN3TRI3_SCALE;2024-05-28;8;17
0;ADN765;BJORN3TRI3_SCALE_2024-05-29_12_10;28.0;BJORN3TRI3_SCALE;2024-05-29;12;10
0;ADN765;BJORN3TRI3_SCALE_2024-05-29_13_11;12.0;BJORN3TRI3_SCALE;2024-05-29;13;11
0;ADN765;BJORN3TRI3_SCALE_2024-05-29_10_09;9.0;BJORN3TRI3_SCALE;2024-05-29;10;9
0;ADN765;BJORN3TRI3_SCALE_2024-05-29_3_04;9.0;BJORN3TRI3_SCALE;2024-05-29;3;4
0;ADN765;BJORN3TRI3_SCALE_2024-05-29_10_08;9.0;BJORN3TRI3_SCALE;2024-05-29;10;8
0;ADN765;BJORN3TRI3_SCALE_2024-05-29_4_06;22.0;BJORN3TRI3_SCALE;2024-05-29;4;6
0;ADN765;BJORN3TRI3_SCALE_2024-05-29_6_07;12.0;BJORN3TRI3_SCALE;2024-05-29;6;7
0;ADN765;BJORN3TRI3_SCALE_2024-05-29_4_05;20.0;BJORN3TRI3_SCALE;2024-05-29;4;5
0;ADP793;BJORN3TRI3_SCALE_2024-05-30_20_08;55.0;BJORN3TRI3_SCALE;2024-05-30;20;8
0;ADP793;BJORN3TRI3_SCALE_2024-05-30_20_09;11.0;BJORN3TRI3_SCALE;2024-05-30;20;9
0;ADN765;BJORN3TRI3_SCALE_2024-05-30_3_02;9.0;BJORN3TRI3_SCALE;2024-05-30;3;2
0;ADN765;BJORN3TRI3_SCALE_2024-05-30_5_03;6.0;BJORN3TRI3_SCALE;2024-05-30;5;3
0;ADN763;BJORN3TRI3_SCALE_2024-05-30_20_10;20.0;BJORN3TRI3_SCALE;2024-05-30;20;10
0;ADN765;BJORN3TRI3_SCALE_2024-05-30_6_04;13.0;BJORN3TRI3_SCALE;2024-05-30;6;4
0;ADN765;BJORN3TRI3_SCALE_2024-05-31_4_04;22.0;BJORN3TRI3_SCALE;2024-05-31;4;4
0;ADN765;BJORN3TRI3_SCALE_2024-05-31_4_03;7.0;BJORN3TRI3_SCALE;2024-05-31;4;3
0;ADN765;BJORN3TRI3_SCALE_2024-05-31_4_02;5.0;BJORN3TRI3_SCALE;2024-05-31;4;2
0;ADP799;BJORN3TRI3_SCALE_2024-06-01_19_12;18.0;BJORN3TRI3_SCALE;2024-06-01;19;12
0;ADP787;BJORN3TRI3_SCALE_2024-06-01_22_16;8.0;BJORN3TRI3_SCALE;2024-06-01;22;16
0;ADP799;BJORN3TRI3_SCALE_2024-06-01_19_11;2.0;BJORN3TRI3_SCALE;2024-06-01;19;11
0;ADP799;BJORN3TRI3_SCALE_2024-06-01_15_09;50.0;BJORN3TRI3_SCALE;2024-06-01;15;9
0;ADN765;BJORN3TRI3_SCALE_2024-06-01_5_05;21.0;BJORN3TRI3_SCALE;2024-06-01;5;5
0;ADP799;BJORN3TRI3_SCALE_2024-06-01_19_10;18.0;BJORN3TRI3_SCALE;2024-06-01;19;10
0;ADN765;BJORN3TRI3_SCALE_2024-06-01_4_03;9.0;BJORN3TRI3_SCALE;2024-06-01;4;3
0;ADP799;BJORN3TRI3_SCALE_2024-06-01_20_13;170.0;BJORN3TRI3_SCALE;2024-06-01;20;13
0;ADP799;BJORN3TRI3_SCALE_2024-06-02_11_10;1.0;BJORN3TRI3_SCALE;2024-06-02;11;10
0;ADN765;BJORN3TRI3_SCALE_2024-06-02_14_13;18.0;BJORN3TRI3_SCALE;2024-06-02;14;13
0;ADP793;BJORN3TRI3_SCALE_2024-06-02_20_15;21.0;BJORN3TRI3_SCALE;2024-06-02;20;15
0;ADP793;BJORN3TRI3_SCALE_2024-06-02_20_16;32.0;BJORN3TRI3_SCALE;2024-06-02;20;16
0;ADP793;BJORN3TRI3_SCALE_2024-06-02_20_17;5.0;BJORN3TRI3_SCALE;2024-06-02;20;17
0;ADN763;BJORN3TRI3_SCALE_2024-06-03_19_22;33.0;BJORN3TRI3_SCALE;2024-06-03;19;22
0;ADN765;BJORN3TRI3_SCALE_2024-06-03_17_16;10.0;BJORN3TRI3_SCALE;2024-06-03;17;16
0;ADN763;BJORN3TRI3_SCALE_2024-06-03_18_20;33.0;BJORN3TRI3_SCALE;2024-06-03;18;20
0;ADN763;BJORN3TRI3_SCALE_2024-06-03_15_12;15.0;BJORN3TRI3_SCALE;2024-06-03;15;12
0;ADN763;BJORN3TRI3_SCALE_2024-06-03_15_14;9.0;BJORN3TRI3_SCALE;2024-06-03;15;14
0;ADN763;BJORN3TRI3_SCALE_2024-06-03_19_21;25.0;BJORN3TRI3_SCALE;2024-06-03;19;21
0;ADN765;BJORN3TRI3_SCALE_2024-06-03_14_11;8.0;BJORN3TRI3_SCALE;2024-06-03;14;11
0;ADN765;BJORN3TRI3_SCALE_2024-06-03_15_13;18.0;BJORN3TRI3_SCALE;2024-06-03;15;13
0;ADN765;BJORN3TRI3_SCALE_2024-06-03_16_15;16.0;BJORN3TRI3_SCALE;2024-06-03;16;15
0;ADP597;BJORN3TRI3_SCALE_2024-06-03_8_04;36.0;BJORN3TRI3_SCALE;2024-06-03;8;4
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_20_36;29.0;BJORN3TRI3_SCALE;2024-06-05;20;36
0;ADN763;BJORN3TRI3_SCALE_2024-06-05_8_05;8.0;BJORN3TRI3_SCALE;2024-06-05;8;5
0;ADP867;BJORN3TRI3_SCALE_2024-06-05_3_03;13.0;BJORN3TRI3_SCALE;2024-06-05;3;3
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_20_35;26.0;BJORN3TRI3_SCALE;2024-06-05;20;35
0;ADP708;BJORN3TRI3_SCALE_2024-06-05_20_37;31.0;BJORN3TRI3_SCALE;2024-06-05;20;37
0;ADP867;BJORN3TRI3_SCALE_2024-06-05_14_18;21.0;BJORN3TRI3_SCALE;2024-06-05;14;18
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_20_33;18.0;BJORN3TRI3_SCALE;2024-06-05;20;33
0;ADP793;BJORN3TRI3_SCALE_2024-06-05_12_11;7.0;BJORN3TRI3_SCALE;2024-06-05;12;11
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_16_23;6.0;BJORN3TRI3_SCALE;2024-06-05;16;23
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_16_25;4.0;BJORN3TRI3_SCALE;2024-06-05;16;25
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_13_12;10.0;BJORN3TRI3_SCALE;2024-06-05;13;12
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_13_16;9.0;BJORN3TRI3_SCALE;2024-06-05;13;16
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_13_15;14.0;BJORN3TRI3_SCALE;2024-06-05;13;15
0;ADP708;BJORN3TRI3_SCALE_2024-06-05_20_38;20.0;BJORN3TRI3_SCALE;2024-06-05;20;38
0;ADP302;BJORN3TRI3_SCALE_2024-06-05_9_08;1.0;BJORN3TRI3_SCALE;2024-06-05;9;8
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_17_27;16.0;BJORN3TRI3_SCALE;2024-06-05;17;27
0;ADE010;BJORN3TRI3_SCALE_2024-06-05_16_21;7.0;BJORN3TRI3_SCALE;2024-06-05;16;21
0;ADE019;BJORN3TRI3_SCALE_2024-06-05_20_32;1.0;BJORN3TRI3_SCALE;2024-06-05;20;32
0;ADE019;BJORN3TRI3_SCALE_2024-06-05_19_28;13.0;BJORN3TRI3_SCALE;2024-06-05;19;28
0;ADN765;BJORN3TRI3_SCALE_2024-06-05_20_34;13.0;BJORN3TRI3_SCALE;2024-06-05;20;34
0;ADL483;BJORN3TRI3_SCALE_2024-06-05_8_06;51.0;BJORN3TRI3_SCALE;2024-06-05;8;6
0;ADE019;BJORN3TRI3_SCALE_2024-06-05_20_31;1.0;BJORN3TRI3_SCALE;2024-06-05;20;31
0;ADR098;BJORN3TRI3_SCALE_2024-06-05_15_19;3.0;BJORN3TRI3_SCALE;2024-06-05;15;19
0;ADN765;BJORN3TRI3_SCALE_2024-06-06_9_15;5.0;BJORN3TRI3_SCALE;2024-06-06;9;15
0;ABE019;BJORN3TRI3_SCALE_2024-06-06_7_11;1.0;BJORN3TRI3_SCALE;2024-06-06;7;11
0;ADN765;BJORN3TRI3_SCALE_2024-06-06_3_09;11.0;BJORN3TRI3_SCALE;2024-06-06;3;9
0;ADN765;BJORN3TRI3_SCALE_2024-06-06_12_21;13.0;BJORN3TRI3_SCALE;2024-06-06;12;21
0;ADL483;BJORN3TRI3_SCALE_2024-06-06_3_10;25.0;BJORN3TRI3_SCALE;2024-06-06;3;10
0;ADX406;BJORN3TRI3_SCALE_2024-06-06_8_14;6.0;BJORN3TRI3_SCALE;2024-06-06;8;14
0;ADP272;BJORN3TRI3_SCALE_2024-06-06_10_16;30.0;BJORN3TRI3_SCALE;2024-06-06;10;16
0;ADR973;BJORN3TRI3_SCALE_2024-06-06_7_12;52.0;BJORN3TRI3_SCALE;2024-06-06;7;12
0;ADS315;BJORN3TRI3_SCALE_2024-06-07_21_27;23.0;BJORN3TRI3_SCALE;2024-06-07;21;27
0;ADE019;BJORN3TRI3_SCALE_2024-06-07_14_12;8.0;BJORN3TRI3_SCALE;2024-06-07;14;12
0;ADN765;BJORN3TRI3_SCALE_2024-06-07_17_16;9.0;BJORN3TRI3_SCALE;2024-06-07;17;16
0;ADN765;BJORN3TRI3_SCALE_2024-06-07_11_11;10.0;BJORN3TRI3_SCALE;2024-06-07;11;11
0;ADN765;BJORN3TRI3_SCALE_2024-06-07_17_17;8.0;BJORN3TRI3_SCALE;2024-06-07;17;17
0;ADN765;BJORN3TRI3_SCALE_2024-06-07_16_13;6.0;BJORN3TRI3_SCALE;2024-06-07;16;13
0;ADP787;BJORN3TRI3_SCALE_2024-06-07_21_26;2.0;BJORN3TRI3_SCALE;2024-06-07;21;26
0;ADR098;BJORN3TRI3_SCALE_2024-06-07_6_04;25.0;BJORN3TRI3_SCALE;2024-06-07;6;4
0;ADN765;BJORN3TRI3_SCALE_2024-06-07_18_19;20.0;BJORN3TRI3_SCALE;2024-06-07;18;19
0;ADN765;BJORN3TRI3_SCALE_2024-06-07_21_25;5.0;BJORN3TRI3_SCALE;2024-06-07;21;25
0;ADX341;BJORN3TRI3_SCALE_2024-06-07_3_03;23.0;BJORN3TRI3_SCALE;2024-06-07;3;3
0;ADN765;BJORN3TRI3_SCALE_2024-06-07_17_14;6.0;BJORN3TRI3_SCALE;2024-06-07;17;14
0;ADN765;BJORN3TRI3_SCALE_2024-06-08_9_23;3.0;BJORN3TRI3_SCALE;2024-06-08;9;23
0;ADE019;BJORN3TRI3_SCALE_2024-06-08_9_22;2.0;BJORN3TRI3_SCALE;2024-06-08;9;22
0;ADN765;BJORN3TRI3_SCALE_2024-06-08_3_09;16.0;BJORN3TRI3_SCALE;2024-06-08;3;9
0;ADK780;BJORN3TRI3_SCALE_2024-06-08_19_28;7.0;BJORN3TRI3_SCALE;2024-06-08;19;28
0;ADJ922;BJORN3TRI3_SCALE_2024-06-08_10_25;4.0;BJORN3TRI3_SCALE;2024-06-08;10;25
0;ADN765;BJORN3TRI3_SCALE_2024-06-08_4_13;1.0;BJORN3TRI3_SCALE;2024-06-08;4;13
0;ADP782;BJORN3TRI3_SCALE_2024-06-08_12_26;15.0;BJORN3TRI3_SCALE;2024-06-08;12;26
0;ADN765;BJORN3TRI3_SCALE_2024-06-08_5_17;2.0;BJORN3TRI3_SCALE;2024-06-08;5;17
